body_part,symptom_keyword,severity_modifier,time_course_modifier,body_side_modifier,associated_symptom,population_risk,red_flag_question,emergency_if_yes,rationale,question_priority,clinical_context
abdomen,ปวดท้อง,severe,progressive,central,,elderly,ผู้สูงอายุปวดท้องร่วมกับอาเจียนเป็นเลือดรุนแรงมากแย่ลงเรื่อยๆหรือไม่,yes,เลือดออกในทางเดินอาหาร,1,Elderly + ปวดท้อง → Lower threshold
abdomen,ปวดท้อง,moderate,acute,central,,pediatric,เด็กปวดท้องร่วมกับอาเจียนเป็นเลือดเกิดขึ้นทันทีหรือไม่,yes,เลือดออกในทางเดินอาหาร,1,Pediatric + ปวดท้อง → Lower threshold
abdomen,ปวดท้อง,moderate,progressive,central,,pediatric,เด็กปวดท้องร่วมกับอาเจียนเป็นเลือดแย่ลงเรื่อยๆหรือไม่,yes,เลือดออกในทางเดินอาหาร,1,Pediatric + ปวดท้อง → Lower threshold
abdomen,ปวดท้อง,severe,acute,central,,pediatric,เด็กปวดท้องร่วมกับอาเจียนเป็นเลือดรุนแรงมากเกิดขึ้นทันทีหรือไม่,yes,เลือดออกในทางเดินอาหาร,1,Pediatric + ปวดท้อง → Lower threshold
abdomen,ปวดท้อง,severe,progressive,central,,pediatric,เด็กปวดท้องร่วมกับอาเจียนเป็นเลือดรุนแรงมากแย่ลงเรื่อยๆหรือไม่,yes,เลือดออกในทางเดินอาหาร,1,Pediatric + ปวดท้อง → Lower threshold
abdomen,ปวดท้อง,moderate,acute,central,,pregnancy,หญิงตั้งครรภ์ปวดท้องร่วมกับอาเจียนเป็นเลือดเกิดขึ้นทันทีหรือไม่,yes,เลือดออกในทางเดินอาหาร,1,Pregnancy + ปวดท้อง → Lower threshold
abdomen,ปวดท้อง,moderate,progressive,central,,pregnancy,หญิงตั้งครรภ์ปวดท้องร่วมกับอาเจียนเป็นเลือดแย่ลงเรื่อยๆหรือไม่,yes,เลือดออกในทางเดินอาหาร,1,Pregnancy + ปวดท้อง → Lower threshold
abdomen,ปวดท้อง,severe,acute,central,,pregnancy,หญิงตั้งครรภ์ปวดท้องร่วมกับอาเจียนเป็นเลือดรุนแรงมากเกิดขึ้นทันทีหรือไม่,yes,เลือดออกในทางเดินอาหาร,1,Pregnancy + ปวดท้อง → Lower threshold
abdomen,ปวดท้อง,severe,progressive,central,,pregnancy,หญิงตั้งครรภ์ปวดท้องร่วมกับอาเจียนเป็นเลือดรุนแรงมากแย่ลงเรื่อยๆหรือไม่,yes,เลือดออกในทางเดินอาหาร,1,Pregnancy + ปวดท้อง → Lower threshold
urinary,ฉี่บ่อย,mild,acute,left,,general,มีไข้สูงและปวดหลังร่วมด้วยเกิดขึ้นทันทีด้านซ้ายหรือไม่,yes,อาจเป็นกรวยไตอักเสบ,3,Acute mild left ฉี่บ่อย
urinary,ฉี่บ่อย,mild,acute,right,,general,มีไข้สูงและปวดหลังร่วมด้วยเกิดขึ้นทันทีด้านขวาหรือไม่,yes,อาจเป็นกรวยไตอักเสบ,3,Acute mild right ฉี่บ่อย
urinary,ฉี่บ่อย,mild,acute,bilateral,,general,มีไข้สูงและปวดหลังร่วมด้วยเกิดขึ้นทันทีทั้งสองข้างหรือไม่,yes,อาจเป็นกรวยไตอักเสบ,3,Acute mild bilateral ฉี่บ่อย
urinary,ฉี่บ่อย,mild,acute,central,,general,มีไข้สูงและปวดหลังร่วมด้วยเกิดขึ้นทันทีหรือไม่,yes,อาจเป็นกรวยไตอักเสบ,3,Acute mild central ฉี่บ่อย
urinary,ฉี่บ่อย,mild,subacute,left,,general,มีไข้สูงและปวดหลังร่วมด้วยด้านซ้ายหรือไม่,yes,อาจเป็นกรวยไตอักเสบ,3,Subacute mild left ฉี่บ่อย
urinary,ฉี่บ่อย,mild,subacute,right,,general,มีไข้สูงและปวดหลังร่วมด้วยด้านขวาหรือไม่,yes,อาจเป็นกรวยไตอักเสบ,3,Subacute mild right ฉี่บ่อย
urinary,ฉี่บ่อย,mild,subacute,bilateral,,general,มีไข้สูงและปวดหลังร่วมด้วยทั้งสองข้างหรือไม่,yes,อาจเป็นกรวยไตอักเสบ,3,Subacute mild bilateral ฉี่บ่อย
urinary,ฉี่บ่อย,mild,subacute,central,,general,มีไข้สูงและปวดหลังร่วมด้วยหรือไม่,yes,อาจเป็นกรวยไตอักเสบ,3,Subacute mild central ฉี่บ่อย
urinary,ฉี่บ่อย,mild,progressive,left,,general,มีไข้สูงและปวดหลังร่วมด้วยแย่ลงเรื่อยๆด้านซ้ายหรือไม่,yes,อาจเป็นกรวยไตอักเสบ,2,Progressive mild left ฉี่บ่อย
urinary,ฉี่บ่อย,mild,progressive,right,,general,มีไข้สูงและปวดหลังร่วมด้วยแย่ลงเรื่อยๆด้านขวาหรือไม่,yes,อาจเป็นกรวยไตอักเสบ,2,Progressive mild right ฉี่บ่อย
urinary,ฉี่บ่อย,mild,progressive,bilateral,,general,มีไข้สูงและปวดหลังร่วมด้วยแย่ลงเรื่อยๆทั้งสองข้างหรือไม่,yes,อาจเป็นกรวยไตอักเสบ,2,Progressive mild bilateral ฉี่บ่อย
urinary,ฉี่บ่อย,mild,progressive,central,,general,มีไข้สูงและปวดหลังร่วมด้วยแย่ลงเรื่อยๆหรือไม่,yes,อาจเป็นกรวยไตอักเสบ,2,Progressive mild central ฉี่บ่อย
urinary,ฉี่บ่อย,mild,recurrent,left,,general,มีไข้สูงและปวดหลังร่วมด้วยเป็นๆ หายๆด้านซ้ายหรือไม่,yes,อาจเป็นกรวยไตอักเสบ,3,Recurrent mild left ฉี่บ่อย
urinary,ฉี่บ่อย,mild,recurrent,right,,general,มีไข้สูงและปวดหลังร่วมด้วยเป็นๆ หายๆด้านขวาหรือไม่,yes,อาจเป็นกรวยไตอักเสบ,3,Recurrent mild right ฉี่บ่อย
urinary,ฉี่บ่อย,mild,recurrent,bilateral,,general,มีไข้สูงและปวดหลังร่วมด้วยเป็นๆ หายๆทั้งสองข้างหรือไม่,yes,อาจเป็นกรวยไตอักเสบ,3,Recurrent mild bilateral ฉี่บ่อย
urinary,ฉี่บ่อย,mild,recurrent,central,,general,มีไข้สูงและปวดหลังร่วมด้วยเป็นๆ หายๆหรือไม่,yes,อาจเป็นกรวยไตอักเสบ,3,Recurrent mild central ฉี่บ่อย
urinary,ฉี่บ่อย,severe,acute,left,,general,มีไข้สูงและปวดหลังร่วมด้วยรุนแรงมากเกิดขึ้นทันทีด้านซ้ายหรือไม่,yes,อาจเป็นกรวยไตอักเสบ,1,Acute severe left ฉี่บ่อย
urinary,ฉี่บ่อย,severe,acute,right,,general,มีไข้สูงและปวดหลังร่วมด้วยรุนแรงมากเกิดขึ้นทันทีด้านขวาหรือไม่,yes,อาจเป็นกรวยไตอักเสบ,1,Acute severe right ฉี่บ่อย
urinary,ฉี่บ่อย,severe,acute,bilateral,,general,มีไข้สูงและปวดหลังร่วมด้วยรุนแรงมากเกิดขึ้นทันทีทั้งสองข้างหรือไม่,yes,อาจเป็นกรวยไตอักเสบ,1,Acute severe bilateral ฉี่บ่อย
urinary,ฉี่บ่อย,severe,acute,central,,general,มีไข้สูงและปวดหลังร่วมด้วยรุนแรงมากเกิดขึ้นทันทีหรือไม่,yes,อาจเป็นกรวยไตอักเสบ,1,Acute severe central ฉี่บ่อย
urinary,ฉี่บ่อย,severe,subacute,left,,general,มีไข้สูงและปวดหลังร่วมด้วยรุนแรงมากด้านซ้ายหรือไม่,yes,อาจเป็นกรวยไตอักเสบ,3,Subacute severe left ฉี่บ่อย
urinary,ฉี่บ่อย,severe,subacute,right,,general,มีไข้สูงและปวดหลังร่วมด้วยรุนแรงมากด้านขวาหรือไม่,yes,อาจเป็นกรวยไตอักเสบ,3,Subacute severe right ฉี่บ่อย
urinary,ฉี่บ่อย,severe,subacute,bilateral,,general,มีไข้สูงและปวดหลังร่วมด้วยรุนแรงมากทั้งสองข้างหรือไม่,yes,อาจเป็นกรวยไตอักเสบ,3,Subacute severe bilateral ฉี่บ่อย
urinary,ฉี่บ่อย,severe,subacute,central,,general,มีไข้สูงและปวดหลังร่วมด้วยรุนแรงมากหรือไม่,yes,อาจเป็นกรวยไตอักเสบ,3,Subacute severe central ฉี่บ่อย
urinary,ฉี่บ่อย,severe,progressive,left,,general,มีไข้สูงและปวดหลังร่วมด้วยรุนแรงมากแย่ลงเรื่อยๆด้านซ้ายหรือไม่,yes,อาจเป็นกรวยไตอักเสบ,2,Progressive severe left ฉี่บ่อย
urinary,ฉี่บ่อย,severe,progressive,right,,general,มีไข้สูงและปวดหลังร่วมด้วยรุนแรงมากแย่ลงเรื่อยๆด้านขวาหรือไม่,yes,อาจเป็นกรวยไตอักเสบ,2,Progressive severe right ฉี่บ่อย
urinary,ฉี่บ่อย,severe,progressive,bilateral,,general,มีไข้สูงและปวดหลังร่วมด้วยรุนแรงมากแย่ลงเรื่อยๆทั้งสองข้างหรือไม่,yes,อาจเป็นกรวยไตอักเสบ,2,Progressive severe bilateral ฉี่บ่อย
urinary,ฉี่บ่อย,severe,progressive,central,,general,มีไข้สูงและปวดหลังร่วมด้วยรุนแรงมากแย่ลงเรื่อยๆหรือไม่,yes,อาจเป็นกรวยไตอักเสบ,2,Progressive severe central ฉี่บ่อย
urinary,ฉี่บ่อย,severe,recurrent,left,,general,มีไข้สูงและปวดหลังร่วมด้วยรุนแรงมากเป็นๆ หายๆด้านซ้ายหรือไม่,yes,อาจเป็นกรวยไตอักเสบ,3,Recurrent severe left ฉี่บ่อย
urinary,ฉี่บ่อย,severe,recurrent,right,,general,มีไข้สูงและปวดหลังร่วมด้วยรุนแรงมากเป็นๆ หายๆด้านขวาหรือไม่,yes,อาจเป็นกรวยไตอักเสบ,3,Recurrent severe right ฉี่บ่อย
urinary,ฉี่บ่อย,severe,recurrent,bilateral,,general,มีไข้สูงและปวดหลังร่วมด้วยรุนแรงมากเป็นๆ หายๆทั้งสองข้างหรือไม่,yes,อาจเป็นกรวยไตอักเสบ,3,Recurrent severe bilateral ฉี่บ่อย
urinary,ฉี่บ่อย,severe,recurrent,central,,general,มีไข้สูงและปวดหลังร่วมด้วยรุนแรงมากเป็นๆ หายๆหรือไม่,yes,อาจเป็นกรวยไตอักเสบ,3,Recurrent severe central ฉี่บ่อย
urinary,ฉี่บ่อย,moderate,acute,central,bleeding,general,มีไข้สูงและปวดหลังร่วมด้วยเกิดขึ้นทันทีร่วมกับเลือดออกหรือไม่,yes,อาจเป็นกรวยไตอักเสบ,1,bleeding + ฉี่บ่อย → Higher emergency risk
urinary,ฉี่บ่อย,moderate,progressive,central,bleeding,general,มีไข้สูงและปวดหลังร่วมด้วยแย่ลงเรื่อยๆร่วมกับเลือดออกหรือไม่,yes,อาจเป็นกรวยไตอักเสบ,1,bleeding + ฉี่บ่อย → Higher emergency risk
urinary,ฉี่บ่อย,severe,acute,central,bleeding,general,มีไข้สูงและปวดหลังร่วมด้วยรุนแรงมากเกิดขึ้นทันทีร่วมกับเลือดออกหรือไม่,yes,อาจเป็นกรวยไตอักเสบ,1,bleeding + ฉี่บ่อย → Higher emergency risk
urinary,ฉี่บ่อย,severe,progressive,central,bleeding,general,มีไข้สูงและปวดหลังร่วมด้วยรุนแรงมากแย่ลงเรื่อยๆร่วมกับเลือดออกหรือไม่,yes,อาจเป็นกรวยไตอักเสบ,1,bleeding + ฉี่บ่อย → Higher emergency risk
urinary,ฉี่บ่อย,moderate,acute,central,weakness,general,มีไข้สูงและปวดหลังร่วมด้วยเกิดขึ้นทันทีร่วมกับอ่อนแรงหรือไม่,yes,อาจเป็นกรวยไตอักเสบ,1,weakness + ฉี่บ่อย → Higher emergency risk
urinary,ฉี่บ่อย,moderate,progressive,central,weakness,general,มีไข้สูงและปวดหลังร่วมด้วยแย่ลงเรื่อยๆร่วมกับอ่อนแรงหรือไม่,yes,อาจเป็นกรวยไตอักเสบ,1,weakness + ฉี่บ่อย → Higher emergency risk
urinary,ฉี่บ่อย,severe,acute,central,weakness,general,มีไข้สูงและปวดหลังร่วมด้วยรุนแรงมากเกิดขึ้นทันทีร่วมกับอ่อนแรงหรือไม่,yes,อาจเป็นกรวยไตอักเสบ,1,weakness + ฉี่บ่อย → Higher emergency risk
urinary,ฉี่บ่อย,severe,progressive,central,weakness,general,มีไข้สูงและปวดหลังร่วมด้วยรุนแรงมากแย่ลงเรื่อยๆร่วมกับอ่อนแรงหรือไม่,yes,อาจเป็นกรวยไตอักเสบ,1,weakness + ฉี่บ่อย → Higher emergency risk
urinary,ปัสสาวะไม่ออก,mild,acute,left,,general,ปัสสาวะไม่ออกตลอดวันเกิดขึ้นทันทีด้านซ้ายหรือไม่,yes,ภาวะปัสสาวะคั่ง,3,Acute mild left ปัสสาวะไม่ออก
urinary,ปัสสาวะไม่ออก,mild,acute,right,,general,ปัสสาวะไม่ออกตลอดวันเกิดขึ้นทันทีด้านขวาหรือไม่,yes,ภาวะปัสสาวะคั่ง,3,Acute mild right ปัสสาวะไม่ออก
urinary,ปัสสาวะไม่ออก,mild,acute,bilateral,,general,ปัสสาวะไม่ออกตลอดวันเกิดขึ้นทันทีทั้งสองข้างหรือไม่,yes,ภาวะปัสสาวะคั่ง,3,Acute mild bilateral ปัสสาวะไม่ออก
urinary,ปัสสาวะไม่ออก,mild,acute,central,,general,ปัสสาวะไม่ออกตลอดวันเกิดขึ้นทันทีหรือไม่,yes,ภาวะปัสสาวะคั่ง,3,Acute mild central ปัสสาวะไม่ออก
urinary,ปัสสาวะไม่ออก,mild,subacute,left,,general,ปัสสาวะไม่ออกตลอดวันด้านซ้ายหรือไม่,yes,ภาวะปัสสาวะคั่ง,3,Subacute mild left ปัสสาวะไม่ออก
urinary,ปัสสาวะไม่ออก,mild,subacute,right,,general,ปัสสาวะไม่ออกตลอดวันด้านขวาหรือไม่,yes,ภาวะปัสสาวะคั่ง,3,Subacute mild right ปัสสาวะไม่ออก
urinary,ปัสสาวะไม่ออก,mild,subacute,bilateral,,general,ปัสสาวะไม่ออกตลอดวันทั้งสองข้างหรือไม่,yes,ภาวะปัสสาวะคั่ง,3,Subacute mild bilateral ปัสสาวะไม่ออก
urinary,ปัสสาวะไม่ออก,mild,subacute,central,,general,ปัสสาวะไม่ออกตลอดวันหรือไม่,yes,ภาวะปัสสาวะคั่ง,3,Subacute mild central ปัสสาวะไม่ออก
urinary,ปัสสาวะไม่ออก,mild,progressive,left,,general,ปัสสาวะไม่ออกตลอดวันแย่ลงเรื่อยๆด้านซ้ายหรือไม่,yes,ภาวะปัสสาวะคั่ง,2,Progressive mild left ปัสสาวะไม่ออก
urinary,ปัสสาวะไม่ออก,mild,progressive,right,,general,ปัสสาวะไม่ออกตลอดวันแย่ลงเรื่อยๆด้านขวาหรือไม่,yes,ภาวะปัสสาวะคั่ง,2,Progressive mild right ปัสสาวะไม่ออก
urinary,ปัสสาวะไม่ออก,mild,progressive,bilateral,,general,ปัสสาวะไม่ออกตลอดวันแย่ลงเรื่อยๆทั้งสองข้างหรือไม่,yes,ภาวะปัสสาวะคั่ง,2,Progressive mild bilateral ปัสสาวะไม่ออก
urinary,ปัสสาวะไม่ออก,mild,progressive,central,,general,ปัสสาวะไม่ออกตลอดวันแย่ลงเรื่อยๆหรือไม่,yes,ภาวะปัสสาวะคั่ง,2,Progressive mild central ปัสสาวะไม่ออก
urinary,ปัสสาวะไม่ออก,mild,recurrent,left,,general,ปัสสาวะไม่ออกตลอดวันเป็นๆ หายๆด้านซ้ายหรือไม่,yes,ภาวะปัสสาวะคั่ง,3,Recurrent mild left ปัสสาวะไม่ออก
urinary,ปัสสาวะไม่ออก,mild,recurrent,right,,general,ปัสสาวะไม่ออกตลอดวันเป็นๆ หายๆด้านขวาหรือไม่,yes,ภาวะปัสสาวะคั่ง,3,Recurrent mild right ปัสสาวะไม่ออก
urinary,ปัสสาวะไม่ออก,mild,recurrent,bilateral,,general,ปัสสาวะไม่ออกตลอดวันเป็นๆ หายๆทั้งสองข้างหรือไม่,yes,ภาวะปัสสาวะคั่ง,3,Recurrent mild bilateral ปัสสาวะไม่ออก
urinary,ปัสสาวะไม่ออก,mild,recurrent,central,,general,ปัสสาวะไม่ออกตลอดวันเป็นๆ หายๆหรือไม่,yes,ภาวะปัสสาวะคั่ง,3,Recurrent mild central ปัสสาวะไม่ออก
urinary,ปัสสาวะไม่ออก,severe,acute,left,,general,ปัสสาวะไม่ออกตลอดวันรุนแรงมากเกิดขึ้นทันทีด้านซ้ายหรือไม่,yes,ภาวะปัสสาวะคั่ง,1,Acute severe left ปัสสาวะไม่ออก
urinary,ปัสสาวะไม่ออก,severe,acute,right,,general,ปัสสาวะไม่ออกตลอดวันรุนแรงมากเกิดขึ้นทันทีด้านขวาหรือไม่,yes,ภาวะปัสสาวะคั่ง,1,Acute severe right ปัสสาวะไม่ออก
urinary,ปัสสาวะไม่ออก,severe,acute,bilateral,,general,ปัสสาวะไม่ออกตลอดวันรุนแรงมากเกิดขึ้นทันทีทั้งสองข้างหรือไม่,yes,ภาวะปัสสาวะคั่ง,1,Acute severe bilateral ปัสสาวะไม่ออก
urinary,ปัสสาวะไม่ออก,severe,acute,central,,general,ปัสสาวะไม่ออกตลอดวันรุนแรงมากเกิดขึ้นทันทีหรือไม่,yes,ภาวะปัสสาวะคั่ง,1,Acute severe central ปัสสาวะไม่ออก
urinary,ปัสสาวะไม่ออก,severe,subacute,left,,general,ปัสสาวะไม่ออกตลอดวันรุนแรงมากด้านซ้ายหรือไม่,yes,ภาวะปัสสาวะคั่ง,3,Subacute severe left ปัสสาวะไม่ออก
urinary,ปัสสาวะไม่ออก,severe,subacute,right,,general,ปัสสาวะไม่ออกตลอดวันรุนแรงมากด้านขวาหรือไม่,yes,ภาวะปัสสาวะคั่ง,3,Subacute severe right ปัสสาวะไม่ออก
urinary,ปัสสาวะไม่ออก,severe,subacute,bilateral,,general,ปัสสาวะไม่ออกตลอดวันรุนแรงมากทั้งสองข้างหรือไม่,yes,ภาวะปัสสาวะคั่ง,3,Subacute severe bilateral ปัสสาวะไม่ออก
urinary,ปัสสาวะไม่ออก,severe,subacute,central,,general,ปัสสาวะไม่ออกตลอดวันรุนแรงมากหรือไม่,yes,ภาวะปัสสาวะคั่ง,3,Subacute severe central ปัสสาวะไม่ออก
urinary,ปัสสาวะไม่ออก,severe,progressive,left,,general,ปัสสาวะไม่ออกตลอดวันรุนแรงมากแย่ลงเรื่อยๆด้านซ้ายหรือไม่,yes,ภาวะปัสสาวะคั่ง,2,Progressive severe left ปัสสาวะไม่ออก
urinary,ปัสสาวะไม่ออก,severe,progressive,right,,general,ปัสสาวะไม่ออกตลอดวันรุนแรงมากแย่ลงเรื่อยๆด้านขวาหรือไม่,yes,ภาวะปัสสาวะคั่ง,2,Progressive severe right ปัสสาวะไม่ออก
urinary,ปัสสาวะไม่ออก,severe,progressive,bilateral,,general,ปัสสาวะไม่ออกตลอดวันรุนแรงมากแย่ลงเรื่อยๆทั้งสองข้างหรือไม่,yes,ภาวะปัสสาวะคั่ง,2,Progressive severe bilateral ปัสสาวะไม่ออก
urinary,ปัสสาวะไม่ออก,severe,progressive,central,,general,ปัสสาวะไม่ออกตลอดวันรุนแรงมากแย่ลงเรื่อยๆหรือไม่,yes,ภาวะปัสสาวะคั่ง,2,Progressive severe central ปัสสาวะไม่ออก
urinary,ปัสสาวะไม่ออก,severe,recurrent,left,,general,ปัสสาวะไม่ออกตลอดวันรุนแรงมากเป็นๆ หายๆด้านซ้ายหรือไม่,yes,ภาวะปัสสาวะคั่ง,3,Recurrent severe left ปัสสาวะไม่ออก
urinary,ปัสสาวะไม่ออก,severe,recurrent,right,,general,ปัสสาวะไม่ออกตลอดวันรุนแรงมากเป็นๆ หายๆด้านขวาหรือไม่,yes,ภาวะปัสสาวะคั่ง,3,Recurrent severe right ปัสสาวะไม่ออก
urinary,ปัสสาวะไม่ออก,severe,recurrent,bilateral,,general,ปัสสาวะไม่ออกตลอดวันรุนแรงมากเป็นๆ หายๆทั้งสองข้างหรือไม่,yes,ภาวะปัสสาวะคั่ง,3,Recurrent severe bilateral ปัสสาวะไม่ออก
urinary,ปัสสาวะไม่ออก,severe,recurrent,central,,general,ปัสสาวะไม่ออกตลอดวันรุนแรงมากเป็นๆ หายๆหรือไม่,yes,ภาวะปัสสาวะคั่ง,3,Recurrent severe central ปัสสาวะไม่ออก
urinary,ปัสสาวะไม่ออก,moderate,acute,central,fever,general,ปัสสาวะไม่ออกตลอดวันเกิดขึ้นทันทีร่วมกับไข้สูงหรือไม่,yes,ภาวะปัสสาวะคั่ง,1,fever + ปัสสาวะไม่ออก → Higher emergency risk
urinary,ปัสสาวะไม่ออก,moderate,progressive,central,fever,general,ปัสสาวะไม่ออกตลอดวันแย่ลงเรื่อยๆร่วมกับไข้สูงหรือไม่,yes,ภาวะปัสสาวะคั่ง,1,fever + ปัสสาวะไม่ออก → Higher emergency risk
urinary,ปัสสาวะไม่ออก,severe,acute,central,fever,general,ปัสสาวะไม่ออกตลอดวันรุนแรงมากเกิดขึ้นทันทีร่วมกับไข้สูงหรือไม่,yes,ภาวะปัสสาวะคั่ง,1,fever + ปัสสาวะไม่ออก → Higher emergency risk
urinary,ปัสสาวะไม่ออก,severe,progressive,central,fever,general,ปัสสาวะไม่ออกตลอดวันรุนแรงมากแย่ลงเรื่อยๆร่วมกับไข้สูงหรือไม่,yes,ภาวะปัสสาวะคั่ง,1,fever + ปัสสาวะไม่ออก → Higher emergency risk
urinary,ปัสสาวะไม่ออก,moderate,acute,central,bleeding,general,ปัสสาวะไม่ออกตลอดวันเกิดขึ้นทันทีร่วมกับเลือดออกหรือไม่,yes,ภาวะปัสสาวะคั่ง,1,bleeding + ปัสสาวะไม่ออก → Higher emergency risk
urinary,ปัสสาวะไม่ออก,moderate,progressive,central,bleeding,general,ปัสสาวะไม่ออกตลอดวันแย่ลงเรื่อยๆร่วมกับเลือดออกหรือไม่,yes,ภาวะปัสสาวะคั่ง,1,bleeding + ปัสสาวะไม่ออก → Higher emergency risk
urinary,ปัสสาวะไม่ออก,severe,acute,central,bleeding,general,ปัสสาวะไม่ออกตลอดวันรุนแรงมากเกิดขึ้นทันทีร่วมกับเลือดออกหรือไม่,yes,ภาวะปัสสาวะคั่ง,1,bleeding + ปัสสาวะไม่ออก → Higher emergency risk
urinary,ปัสสาวะไม่ออก,severe,progressive,central,bleeding,general,ปัสสาวะไม่ออกตลอดวันรุนแรงมากแย่ลงเรื่อยๆร่วมกับเลือดออกหรือไม่,yes,ภาวะปัสสาวะคั่ง,1,bleeding + ปัสสาวะไม่ออก → Higher emergency risk
urinary,ปัสสาวะไม่ออก,moderate,acute,central,weakness,general,ปัสสาวะไม่ออกตลอดวันเกิดขึ้นทันทีร่วมกับอ่อนแรงหรือไม่,yes,ภาวะปัสสาวะคั่ง,1,weakness + ปัสสาวะไม่ออก → Higher emergency risk
urinary,ปัสสาวะไม่ออก,moderate,progressive,central,weakness,general,ปัสสาวะไม่ออกตลอดวันแย่ลงเรื่อยๆร่วมกับอ่อนแรงหรือไม่,yes,ภาวะปัสสาวะคั่ง,1,weakness + ปัสสาวะไม่ออก → Higher emergency risk
urinary,ปัสสาวะไม่ออก,severe,acute,central,weakness,general,ปัสสาวะไม่ออกตลอดวันรุนแรงมากเกิดขึ้นทันทีร่วมกับอ่อนแรงหรือไม่,yes,ภาวะปัสสาวะคั่ง,1,weakness + ปัสสาวะไม่ออก → Higher emergency risk
urinary,ปัสสาวะไม่ออก,severe,progressive,central,weakness,general,ปัสสาวะไม่ออกตลอดวันรุนแรงมากแย่ลงเรื่อยๆร่วมกับอ่อนแรงหรือไม่,yes,ภาวะปัสสาวะคั่ง,1,weakness + ปัสสาวะไม่ออก → Higher emergency risk
skin,ผื่น,mild,acute,left,,general,ผื่นร่วมกับหายใจลำบากหรือหน้าบวมเกิดขึ้นทันทีด้านซ้ายหรือไม่,yes,อาจเป็นแพ้รุนแรง,3,Acute mild left ผื่น
skin,ผื่น,mild,acute,right,,general,ผื่นร่วมกับหายใจลำบากหรือหน้าบวมเกิดขึ้นทันทีด้านขวาหรือไม่,yes,อาจเป็นแพ้รุนแรง,3,Acute mild right ผื่น
skin,ผื่น,mild,acute,bilateral,,general,ผื่นร่วมกับหายใจลำบากหรือหน้าบวมเกิดขึ้นทันทีทั้งสองข้างหรือไม่,yes,อาจเป็นแพ้รุนแรง,3,Acute mild bilateral ผื่น
skin,ผื่น,mild,acute,central,,general,ผื่นร่วมกับหายใจลำบากหรือหน้าบวมเกิดขึ้นทันทีหรือไม่,yes,อาจเป็นแพ้รุนแรง,3,Acute mild central ผื่น
skin,ผื่น,mild,subacute,left,,general,ผื่นร่วมกับหายใจลำบากหรือหน้าบวมด้านซ้ายหรือไม่,yes,อาจเป็นแพ้รุนแรง,3,Subacute mild left ผื่น
skin,ผื่น,mild,subacute,right,,general,ผื่นร่วมกับหายใจลำบากหรือหน้าบวมด้านขวาหรือไม่,yes,อาจเป็นแพ้รุนแรง,3,Subacute mild right ผื่น
skin,ผื่น,mild,subacute,bilateral,,general,ผื่นร่วมกับหายใจลำบากหรือหน้าบวมทั้งสองข้างหรือไม่,yes,อาจเป็นแพ้รุนแรง,3,Subacute mild bilateral ผื่น
skin,ผื่น,mild,subacute,central,,general,ผื่นร่วมกับหายใจลำบากหรือหน้าบวมหรือไม่,yes,อาจเป็นแพ้รุนแรง,3,Subacute mild central ผื่น
skin,ผื่น,mild,progressive,left,,general,ผื่นร่วมกับหายใจลำบากหรือหน้าบวมแย่ลงเรื่อยๆด้านซ้ายหรือไม่,yes,อาจเป็นแพ้รุนแรง,2,Progressive mild left ผื่น
skin,ผื่น,mild,progressive,right,,general,ผื่นร่วมกับหายใจลำบากหรือหน้าบวมแย่ลงเรื่อยๆด้านขวาหรือไม่,yes,อาจเป็นแพ้รุนแรง,2,Progressive mild right ผื่น
skin,ผื่น,mild,progressive,bilateral,,general,ผื่นร่วมกับหายใจลำบากหรือหน้าบวมแย่ลงเรื่อยๆทั้งสองข้างหรือไม่,yes,อาจเป็นแพ้รุนแรง,2,Progressive mild bilateral ผื่น
skin,ผื่น,mild,progressive,central,,general,ผื่นร่วมกับหายใจลำบากหรือหน้าบวมแย่ลงเรื่อยๆหรือไม่,yes,อาจเป็นแพ้รุนแรง,2,Progressive mild central ผื่น
skin,ผื่น,mild,recurrent,left,,general,ผื่นร่วมกับหายใจลำบากหรือหน้าบวมเป็นๆ หายๆด้านซ้ายหรือไม่,yes,อาจเป็นแพ้รุนแรง,3,Recurrent mild left ผื่น
skin,ผื่น,mild,recurrent,right,,general,ผื่นร่วมกับหายใจลำบากหรือหน้าบวมเป็นๆ หายๆด้านขวาหรือไม่,yes,อาจเป็นแพ้รุนแรง,3,Recurrent mild right ผื่น
skin,ผื่น,mild,recurrent,bilateral,,general,ผื่นร่วมกับหายใจลำบากหรือหน้าบวมเป็นๆ หายๆทั้งสองข้างหรือไม่,yes,อาจเป็นแพ้รุนแรง,3,Recurrent mild bilateral ผื่น
skin,ผื่น,mild,recurrent,central,,general,ผื่นร่วมกับหายใจลำบากหรือหน้าบวมเป็นๆ หายๆหรือไม่,yes,อาจเป็นแพ้รุนแรง,3,Recurrent mild central ผื่น
skin,ผื่น,severe,acute,left,,general,ผื่นร่วมกับหายใจลำบากหรือหน้าบวมรุนแรงมากเกิดขึ้นทันทีด้านซ้ายหรือไม่,yes,อาจเป็นแพ้รุนแรง,1,Acute severe left ผื่น
skin,ผื่น,severe,acute,right,,general,ผื่นร่วมกับหายใจลำบากหรือหน้าบวมรุนแรงมากเกิดขึ้นทันทีด้านขวาหรือไม่,yes,อาจเป็นแพ้รุนแรง,1,Acute severe right ผื่น
